raceId,driverId,stop,lap,time,duration,milliseconds,constructorId,grid,position,fastestLapTime,fastestLapSpeed,FastestLapSeconds,FastestLapMilliseconds,engineType
1061,822,2,22,16:15:42,28.209,28209,131,3,3,01:30.5,234.275,90.5,90500,1
1064,822,1,31,15:42:24,18.873,18873,131,3,3,01:12.5,211.338,72.5,72500,1
1064,822,2,67,16:27:35,21.73,21730,131,3,3,01:12.5,211.338,72.5,72500,1
1065,822,1,26,15:41:50,24.308,24308,131,19,3,01:24.8,245.85,84.8,84800,1
1066,822,1,28,15:51:35,29.936,29936,131,16,5,01:38.2,214.352,98.2,98200,1
1066,822,2,47,16:23:58,29.569,29569,131,16,5,01:38.2,214.352,98.2,98200,1
1067,822,1,37,16:01:20,22.962,22962,131,1,1,01:30.4,212.5,90.4,90400,1
1069,822,1,15,14:29:44,24.444,24444,131,9,6,01:40.1,198.176,100.1,100100,1
1069,822,2,34,15:02:17,23.619,23619,131,9,6,01:40.1,198.176,100.1,100100,1
1070,822,1,1,13:05:16,22.463,22463,131,1,15,01:17.8,199.223,77.8,77800,1
1070,822,2,40,14:01:30,31.664,31664,131,1,15,01:17.8,199.223,77.8,77800,1
1070,822,3,63,14:33:17,22.68,22680,131,1,15,01:17.8,199.223,77.8,77800,1
1070,822,4,67,14:39:06,26.443,26443,131,1,15,01:17.8,199.223,77.8,77800,1
1071,822,1,7,14:12:38,17.899,17899,131,1,3,01:12.5,213.887,72.5,72500,1
1071,822,2,8,14:14:50,17.837,17837,131,1,3,01:12.5,213.887,72.5,72500,1
1071,822,3,30,14:44:40,23.263,23263,131,1,3,01:12.5,213.887,72.5,72500,1
1071,822,4,41,14:58:30,22.856,22856,131,1,3,01:12.5,213.887,72.5,72500,1
1072,822,1,10,20:49:57,21.668,21668,131,2,3,01:31.4,243.155,91.4,91400,1
1072,822,2,13,20:58:35,16:35.9,995942,131,2,3,01:31.4,243.155,91.4,91400,1
1072,822,3,15,21:22:07,18:09.5,1089473,131,2,3,01:31.4,243.155,91.4,91400,1
1073,822,1,30,17:48:30,21.669,21669,131,6,6,01:26.9,218.871,86.9,86900,1
1051,830,1,17,17:29:03,25.3,25300,9,7,2,01:23.2,232.799,83.2,83200,0
1051,830,2,41,18:04:20,25.175,25175,9,7,2,01:23.2,232.799,83.2,83200,0
1051,830,3,55,18:24:59,25.465,25465,9,7,2,01:23.2,232.799,83.2,83200,0
1052,830,1,17,18:36:54,24.767,24767,9,1,2,01:33.2,208.984,93.2,93200,0
1052,830,2,39,19:12:13,23.848,23848,9,1,2,01:33.2,208.984,93.2,93200,0
1053,830,1,27,15:47:59,29.809,29809,9,3,1,01:17.5,227.96,77.5,77500,0
1053,830,2,33,15:58:11,27:01.4,1621361,9,3,1,01:17.5,227.96,77.5,77500,0
1054,830,1,2,15:06:14,22.718,22718,9,3,2,01:20.7,207.581,80.7,80700,0
1054,830,2,3,15:08:37,22.104,22104,9,3,2,01:20.7,207.581,80.7,80700,0
1054,830,3,35,15:55:06,26.743,26743,9,3,2,01:20.7,207.581,80.7,80700,0
1054,830,4,64,16:34:55,26.319,26319,9,3,2,01:20.7,207.581,80.7,80700,0
1055,830,1,24,15:38:32,23.565,23565,9,2,2,01:18.1,215.357,78.1,78100,0
1055,830,2,60,16:28:18,21.592,21592,9,2,2,01:18.1,215.357,78.1,78100,0
1056,830,1,34,15:46:10,23.746,23746,9,2,1,01:14.6,160.929,74.6,74600,0
1057,830,1,12,16:25:37,19.769,19769,9,3,0,01:44.5,206.839,104.5,104500,0
1058,830,1,29,15:36:53,20.936,20936,9,1,1,01:08.0,228.542,68,68000,0
1059,830,1,18,15:33:10,29.803,29803,9,1,1,01:36.4,218.156,96.4,96400,0
1059,830,2,32,15:56:20,30.123,30123,9,1,1,01:36.4,218.156,96.4,96400,0
1060,830,1,32,15:41:42,21.09,21090,9,1,1,01:06.2,234.815,66.2,66200,0
1060,830,2,60,16:14:03,21.236,21236,9,1,1,01:06.2,234.815,66.2,66200,0
1062,830,1,1,15:05:21,22.569,22569,9,3,9,01:20.9,194.843,80.9,80900,0
1062,830,2,2,15:08:31,24:16.3,1456349,9,3,9,01:20.9,194.843,80.9,80900,0
1062,830,3,3,15:34:44,35.245,35245,9,3,9,01:20.9,194.843,80.9,80900,0
1062,830,4,20,15:59:31,21.047,21047,9,3,9,01:20.9,194.843,80.9,80900,0
1062,830,5,40,16:27:50,20.848,20848,9,3,9,01:20.9,194.843,80.9,80900,0
1064,830,1,21,15:29:30,19.142,19142,9,1,1,01:13.3,209.244,73.3,73300,0
1064,830,2,40,15:53:30,18.578,18578,9,1,1,01:13.3,209.244,73.3,73300,0
1065,830,1,23,15:36:46,32.456,32456,9,1,0,01:25.2,244.852,85.2,85200,0
1066,830,1,26,15:47:58,29.578,29578,9,20,2,01:38.4,213.959,98.4,98400,0
1066,830,2,48,16:25:32,31.017,31017,9,20,2,01:38.4,213.959,98.4,98400,0
1067,830,1,36,15:59:52,22.442,22442,9,2,2,01:32.8,207.169,92.8,92800,0
1069,830,1,10,14:20:36,23.727,23727,9,1,1,01:39.1,200.278,99.1,99100,0
1069,830,2,29,14:52:59,24.052,24052,9,1,1,01:39.1,200.278,99.1,99100,0
1070,830,1,33,13:50:33,21.908,21908,9,3,1,01:19.0,196.134,79,79000,0
1071,830,1,7,14:12:32,17.916,17916,9,2,2,01:12.5,214.005,72.5,72500,0
1071,830,2,8,14:14:46,17.807,17807,9,2,2,01:12.5,214.005,72.5,72500,0
1071,830,3,27,14:40:38,22.722,22722,9,2,2,01:12.5,214.005,72.5,72500,0
1071,830,4,40,14:57:11,22.766,22766,9,2,2,01:12.5,214.005,72.5,72500,0
1072,830,1,13,20:58:28,16:36.4,996375,9,3,2,01:31.5,242.943,91.5,91500,0
1072,830,2,15,21:21:56,18:07.6,1087591,9,3,2,01:31.5,242.943,91.5,91500,0
1073,830,1,13,17:22:42,21.152,21152,9,1,1,01:26.1,220.8,86.1,86100,0
1073,830,2,36,17:57:06,21.871,21871,9,1,1,01:26.1,220.8,86.1,86100,0
1073,830,3,53,18:22:37,21.453,21453,9,1,1,01:26.1,220.8,86.1,86100,0
1051,832,1,27,17:44:36,25.639,25639,6,5,7,01:26.6,223.726,86.6,86600,2
1052,832,1,15,18:34:04,24.353,24353,6,8,8,01:34.5,206.151,94.5,94500,2
1052,832,2,37,19:09:53,24.341,24341,6,8,8,01:34.5,206.151,94.5,94500,2
1053,832,1,27,15:48:51,30.856,30856,6,11,5,01:18.5,225.154,78.5,78500,2
1053,832,2,33,15:59:14,26:22.2,1582211,6,11,5,01:18.5,225.154,78.5,78500,2
1054,832,1,2,15:06:16,22.029,22029,6,5,11,01:22.3,203.471,82.3,82300,2
1054,832,2,3,15:08:38,22.244,22244,6,5,11,01:22.3,203.471,82.3,82300,2
1054,832,3,21,15:36:07,25.892,25892,6,5,11,01:22.3,203.471,82.3,82300,2
1055,832,1,22,15:36:10,21.779,21779,6,6,7,01:21.6,206.33,81.6,81600,2
1055,832,2,46,16:09:50,21.856,21856,6,6,7,01:21.6,206.33,81.6,81600,2
1056,832,1,32,15:43:47,24.15,24150,6,4,2,01:14.6,160.989,74.6,74600,2
1057,832,1,10,16:22:11,20.064,20064,6,5,8,01:45.7,204.454,105.7,105700,2
1057,832,2,47,17:33:56,15.119,15119,6,5,8,01:45.7,204.454,105.7,105700,2
1057,832,3,48,17:36:58,33:32.7,2012724,6,5,8,01:45.7,204.454,105.7,105700,2
1058,832,1,41,15:51:48,21.226,21226,6,12,6,01:08.6,226.57,68.6,68600,2
1059,832,1,17,15:32:00,30.534,30534,6,5,11,01:38.9,212.584,98.9,98900,2
1060,832,1,48,16:01:07,21.431,21431,6,10,5,01:07.8,229.402,67.8,67800,2
1061,832,1,2,15:08:12,34:19.1,2059122,6,10,6,01:31.2,232.48,91.2,91200,2
1061,832,2,28,16:25:06,37.509,37509,6,10,6,01:31.2,232.48,91.2,91200,2
1062,832,1,2,15:08:04,24:12.5,1452527,6,15,3,01:21.4,193.699,81.4,81400,2
1062,832,2,3,15:34:32,42.786,42786,6,15,3,01:21.4,193.699,81.4,81400,2
1062,832,3,32,16:15:52,21.951,21951,6,15,3,01:21.4,193.699,81.4,81400,2
1064,832,1,31,15:42:58,20.327,20327,6,6,7,01:15.3,203.725,75.3,75300,2
1065,832,1,26,15:41:48,24.283,24283,6,6,6,01:25.6,243.747,85.6,85600,2
1066,832,1,14,15:27:33,30.715,30715,6,2,3,01:39.3,212.024,99.3,99300,2
1066,832,2,48,16:25:33,30.677,30677,6,2,3,01:39.3,212.024,99.3,99300,2
1067,832,1,36,16:00:33,28.353,28353,6,19,8,01:31.9,209.057,91.9,91900,2
1069,832,1,11,14:22:41,23.414,23414,6,5,7,01:40.4,197.722,100.4,100400,2
1069,832,2,29,14:53:43,26.866,26866,6,5,7,01:40.4,197.722,100.4,100400,2
1070,832,1,42,14:03:25,22.031,22031,6,6,6,01:20.1,193.484,80.1,80100,2
1071,832,1,7,14:12:42,18.46,18460,6,3,6,01:12.7,213.346,72.7,72700,2
1071,832,2,8,14:14:54,18.373,18373,6,3,6,01:12.7,213.346,72.7,72700,2
1071,832,3,26,14:39:40,23.321,23321,6,3,6,01:12.7,213.346,72.7,72700,2
1071,832,4,53,15:13:50,22.745,22745,6,3,6,01:12.7,213.346,72.7,72700,2
1072,832,1,13,20:58:47,16:44.6,1004618,6,15,8,01:31.9,241.983,91.9,91900,2
1072,832,2,15,21:22:15,18:17.2,1097194,6,15,8,01:31.9,241.983,91.9,91900,2
1073,832,1,19,17:31:59,22.213,22213,6,5,3,01:27.6,216.982,87.6,87600,2
1051,839,1,24,17:40:07,25.517,25517,214,9,5,01:27.1,222.464,87.1,87100,3
1052,839,1,13,18:30:55,25.226,25226,214,16,13,01:35.3,204.548,95.3,95300,3
1052,839,2,31,19:00:29,24.471,24471,214,16,13,01:35.3,204.548,95.3,95300,3
1053,839,1,1,15:05:16,30.866,30866,214,9,9,01:19.4,222.512,79.4,79400,3
1053,839,2,27,15:49:42,30.652,30652,214,9,9,01:19.4,222.512,79.4,79400,3
1053,839,3,31,15:56:23,30.701,30701,214,9,9,01:19.4,222.512,79.4,79400,3
1053,839,4,32,15:58:48,24:39.0,1478974,214,9,9,01:19.4,222.512,79.4,79400,3
1053,839,5,33,16:25:06,56.733,56733,214,9,9,01:19.4,222.512,79.4,79400,3
1054,839,1,2,15:06:21,21.275,21275,214,6,7,01:21.9,204.562,81.9,81900,3
1054,839,2,3,15:08:42,22.24,22240,214,6,7,01:21.9,204.562,81.9,81900,3
1054,839,3,22,15:37:35,27.033,27033,214,6,7,01:21.9,204.562,81.9,81900,3
1055,839,1,23,15:37:33,22.798,22798,214,5,9,01:23.3,202.014,83.3,83300,3
1056,839,1,37,15:50:48,23.935,23935,214,11,9,01:15.3,159.503,75.3,75300,3
1058,839,1,36,15:46:14,21.238,21238,214,17,14,01:09.6,223.421,69.6,69600,3
1059,839,1,28,15:50:47,30.207,30207,214,11,14,01:38.6,213.2,98.6,98600,3
1061,839,1,2,15:08:16,34:27.0,2066994,214,9,9,01:32.2,229.992,92.2,92200,3
1061,839,2,19,16:11:30,28.772,28772,214,9,9,01:32.2,229.992,92.2,92200,3
1062,839,1,2,15:07:59,24:10.2,1450190,214,8,1,01:21.4,193.704,81.4,81400,3
1062,839,2,3,15:34:31,39.522,39522,214,8,1,01:21.4,193.704,81.4,81400,3
1062,839,3,37,16:22:34,21.642,21642,214,8,1,01:21.4,193.704,81.4,81400,3
1064,839,1,31,15:43:12,19.24,19240,214,8,9,01:14.7,205.321,74.7,74700,3
1065,839,1,26,15:42:10,30.333,30333,214,12,10,01:25.6,243.727,85.6,85600,3
1066,839,1,15,15:29:27,29.901,29901,214,9,14,01:40.6,209.276,100.6,100600,3
1066,839,2,50,16:30:58,33.264,33264,214,9,14,01:40.6,209.276,100.6,100600,3
1069,839,1,3,14:09:03,40.8,40800,214,11,0,01:42.2,194.207,102.2,102200,3
1069,839,2,25,14:47:50,23.919,23919,214,11,0,01:42.2,194.207,102.2,102200,3
1070,839,1,14,13:25:30,23.1,23100,214,19,13,01:21.3,190.47,81.3,81300,3
1071,839,1,7,14:12:46,19.285,19285,214,8,8,01:14.4,208.415,74.4,74400,3
1071,839,2,8,14:15:00,17.818,17818,214,8,8,01:14.4,208.415,74.4,74400,3
1071,839,3,30,14:45:08,23.504,23504,214,8,8,01:14.4,208.415,74.4,74400,3
1072,839,1,13,20:58:37,16:37.1,997126,214,9,4,01:31.8,242.125,91.8,91800,3
1072,839,2,15,21:21:58,18:08.3,1088290,214,9,4,01:31.8,242.125,91.8,91800,3
1073,839,1,15,17:26:13,21.677,21677,214,9,9,01:28.2,215.431,88.2,88200,3
1051,840,1,23,17:38:40,26.157,26157,117,12,6,01:27.4,221.713,87.4,87400,1
1052,840,1,12,18:29:09,24.884,24884,117,10,10,01:34.9,205.378,94.9,94900,1
1052,840,2,28,18:55:23,25.525,25525,117,10,10,01:34.9,205.378,94.9,94900,1
1053,840,1,27,15:49:16,31.138,31138,117,10,8,01:18.8,224.32,78.8,78800,1
1053,840,2,32,15:58:13,24:52.1,1492090,117,10,8,01:18.8,224.32,78.8,78800,1
1053,840,3,33,16:24:36,01:05.4,65390,117,10,8,01:18.8,224.32,78.8,78800,1
1054,840,1,2,15:06:37,22.264,22264,117,17,14,01:22.0,204.352,82,82000,1
1054,840,2,3,15:08:57,22.176,22176,117,17,14,01:22.0,204.352,82,82000,1
1054,840,3,39,16:01:22,26.027,26027,117,17,14,01:22.0,204.352,82,82000,1
1055,840,1,22,15:36:15,21.756,21756,117,11,11,01:22.6,203.735,82.6,82600,1
1055,840,2,39,16:00:28,21.432,21432,117,11,11,01:22.6,203.735,82.6,82600,1
1056,840,1,58,16:17:28,23.474,23474,117,13,8,01:14.7,160.875,74.7,74700,1
1058,840,1,28,15:36:35,20.936,20936,117,9,8,01:09.8,222.746,69.8,69800,1
1059,840,1,34,16:00:37,30.996,30996,117,19,10,01:37.8,214.981,97.8,97800,1
1060,840,1,14,15:21:20,21.391,21391,117,9,13,01:08.7,226.405,68.7,68700,1
1060,840,2,46,15:59:19,21.472,21472,117,9,13,01:08.7,226.405,68.7,68700,1
1061,840,1,2,15:08:18,34:27.9,2067861,117,14,8,01:32.0,230.537,92,92000,1
1061,840,2,23,16:17:39,28.213,28213,117,14,8,01:32.0,230.537,92,92000,1
1064,840,1,27,15:38:17,19.389,19389,117,12,12,01:15.6,202.78,75.6,75600,1
1065,840,1,25,15:40:09,24.846,24846,117,9,7,01:25.9,242.912,85.9,85900,1
1066,840,1,12,15:24:13,30.241,30241,117,7,11,01:40.5,209.555,100.5,100500,1
1066,840,2,48,16:26:01,43.124,43124,117,7,11,01:40.5,209.555,100.5,100500,1
1067,840,1,39,16:05:17,35.509,35509,117,8,9,01:32.6,207.506,92.6,92600,1
1069,840,1,18,14:35:13,23.827,23827,117,13,12,01:41.2,196.135,101.2,101200,1
1069,840,2,34,15:03:12,23.455,23455,117,13,12,01:41.2,196.135,101.2,101200,1
1070,840,1,12,13:22:45,23.586,23586,117,20,14,01:20.9,191.454,80.9,80900,1
1070,840,2,34,13:53:37,26.056,26056,117,20,14,01:20.9,191.454,80.9,80900,1
1071,840,1,7,14:12:53,17.948,17948,117,14,0,01:15.3,205.887,75.3,75300,1
1071,840,2,8,14:15:06,17.935,17935,117,14,0,01:15.3,205.887,75.3,75300,1
1071,840,3,22,14:34:51,24.997,24997,117,14,0,01:15.3,205.887,75.3,75300,1
1072,840,1,9,20:48:30,27.165,27165,117,18,11,01:32.8,239.498,92.8,92800,1
1072,840,2,13,20:59:12,17:00.9,1020939,117,18,11,01:32.8,239.498,92.8,92800,1
1072,840,3,15,21:22:33,18:23.0,1102979,117,18,11,01:32.8,239.498,92.8,92800,1
1073,840,1,21,17:35:25,22.288,22288,117,13,13,01:28.6,214.657,88.6,88600,1
1073,840,2,52,18:22:55,22.661,22661,117,13,13,01:28.6,214.657,88.6,88600,1
1051,841,1,15,17:26:54,25.987,25987,51,18,15,01:27.8,220.534,87.8,87800,2
1051,841,2,32,17:52:43,25.347,25347,51,18,15,01:27.8,220.534,87.8,87800,2
1052,841,1,12,18:29:14,31.998,31998,51,12,12,01:35.1,204.823,95.1,95100,2
1052,841,2,30,18:58:53,24.223,24223,51,12,12,01:35.1,204.823,95.1,95100,2
1053,841,1,27,15:49:32,32.299,32299,51,17,14,01:19.5,222.378,79.5,79500,2
1053,841,2,32,15:58:26,24:56.5,1496541,51,17,14,01:19.5,222.378,79.5,79500,2
1053,841,3,33,16:24:58,01:00.2,60172,51,17,14,01:19.5,222.378,79.5,79500,2
1053,841,4,40,16:36:13,29.742,29742,51,17,14,01:19.5,222.378,79.5,79500,2
1054,841,1,2,15:06:29,22.485,22485,51,12,12,01:22.2,203.862,82.2,82200,2
1054,841,2,3,15:08:50,22.669,22669,51,12,12,01:22.2,203.862,82.2,82200,2
1054,841,3,22,15:37:41,26.729,26729,51,12,12,01:22.2,203.862,82.2,82200,2
1055,841,1,8,15:15:06,54.673,54673,51,14,15,01:22.8,203.255,82.8,82800,2
1055,841,2,39,16:00:52,22.871,22871,51,14,15,01:22.8,203.255,82.8,82800,2
1056,841,1,33,15:45:42,24.521,24521,51,10,10,01:15.3,159.472,75.3,75300,2
1057,841,1,2,16:07:56,20.402,20402,51,20,11,01:45.6,204.696,105.6,105600,2
1057,841,2,34,17:09:14,20.193,20193,51,20,11,01:45.6,204.696,105.6,105600,2
1057,841,3,47,17:34:07,14.881,14881,51,20,11,01:45.6,204.696,105.6,105600,2
1057,841,4,48,17:37:08,33:37.3,2017324,51,20,11,01:45.6,204.696,105.6,105600,2
1058,841,1,23,15:30:50,21.21,21210,51,15,15,01:09.7,222.95,69.7,69700,2
1059,841,1,28,15:50:48,30.586,30586,51,13,15,01:38.7,213.077,98.7,98700,2
1060,841,1,1,15:04:39,21.129,21129,51,15,14,01:09.0,225.149,69,69000,2
1060,841,2,29,15:39:18,27.122,27122,51,15,14,01:09.0,225.149,69,69000,2
1061,841,1,2,15:08:22,34:30.3,2070250,51,15,13,01:32.3,229.653,92.3,92300,2
1061,841,2,23,16:17:51,28.137,28137,51,15,13,01:32.3,229.653,92.3,92300,2
1062,841,1,1,15:05:53,26.573,26573,51,0,13,01:22.7,190.625,82.7,82700,2
1062,841,2,2,15:08:38,24:16.3,1456349,51,0,13,01:22.7,190.625,82.7,82700,2
1062,841,3,3,15:34:48,36.899,36899,51,0,13,01:22.7,190.625,82.7,82700,2
1062,841,4,11,15:46:53,29.191,29191,51,0,13,01:22.7,190.625,82.7,82700,2
1062,841,5,33,16:18:12,21.874,21874,51,0,13,01:22.7,190.625,82.7,82700,2
1064,841,1,27,15:38:13,19.049,19049,51,7,14,01:15.1,204.091,75.1,75100,2
1064,841,2,33,15:46:17,20.043,20043,51,7,14,01:15.1,204.091,75.1,75100,2
1065,841,1,1,15:05:21,37.19,37190,51,7,13,01:25.7,243.295,85.7,85700,2
1065,841,2,25,15:40:55,30.551,30551,51,7,13,01:25.7,243.295,85.7,85700,2
1066,841,1,36,16:05:27,30.081,30081,51,17,16,01:39.1,212.53,99.1,99100,2
1066,841,2,50,16:31:14,33.961,33961,51,17,16,01:39.1,212.53,99.1,99100,2
1067,841,1,40,16:07:22,23.15,23150,51,16,11,01:32.9,206.845,92.9,92900,2
1069,841,1,8,14:17:44,23.993,23993,51,12,11,01:41.1,196.221,101.1,101100,2
1069,841,2,26,14:49:12,23.502,23502,51,12,11,01:41.1,196.221,101.1,101100,2
1070,841,1,16,13:28:00,22.205,22205,51,11,11,01:21.5,190.061,81.5,81500,2
1071,841,1,7,14:12:55,17.713,17713,51,13,14,01:14.2,208.985,74.2,74200,2
1071,841,2,8,14:15:07,17.929,17929,51,13,14,01:14.2,208.985,74.2,74200,2
1071,841,3,29,14:43:50,23.618,23618,51,13,14,01:14.2,208.985,74.2,74200,2
1071,841,4,42,15:00:49,22.83,22830,51,13,14,01:14.2,208.985,74.2,74200,2
1072,841,1,13,20:58:49,16:44.9,1004917,51,10,9,01:32.9,239.34,92.9,92900,2
1072,841,2,15,21:22:14,18:14.7,1094749,51,10,9,01:32.9,239.34,92.9,92900,2
1073,841,1,17,17:29:20,22.283,22283,51,14,0,01:29.4,212.557,89.4,89400,2
1051,842,1,13,17:23:37,25.63,25630,213,2,11,01:27.0,222.572,87,87000,0
1051,842,2,35,17:56:42,26.109,26109,213,2,11,01:27.0,222.572,87,87000,0
1052,842,1,4,18:16:14,38.338,38338,213,5,17,01:34.1,207.069,94.1,94100,0
1052,842,2,19,18:41:17,24.317,24317,213,5,17,01:34.1,207.069,94.1,94100,0
1052,842,3,39,19:13:55,24.983,24983,213,5,17,01:34.1,207.069,94.1,94100,0
1053,842,1,14,15:30:10,31.068,31068,213,5,7,01:19.0,223.718,79,79000,0
1053,842,2,26,15:48:45,32.277,32277,213,5,7,01:19.0,223.718,79,79000,0
1053,842,3,32,15:59:18,24:13.5,1453539,213,5,7,01:19.0,223.718,79,79000,0
1053,842,4,33,16:25:09,56.083,56083,213,5,7,01:19.0,223.718,79,79000,0
1054,842,1,2,15:06:24,21.353,21353,213,9,10,01:22.0,204.243,82,82000,0
1054,842,2,3,15:08:45,22.319,22319,213,9,10,01:22.0,204.243,82,82000,0
1054,842,3,24,15:40:23,26.172,26172,213,9,10,01:22.0,204.243,82,82000,0
1055,842,1,18,15:30:37,28.042,28042,213,12,10,01:21.4,206.82,81.4,81400,0
1055,842,2,47,16:11:47,26.065,26065,213,12,10,01:21.4,206.82,81.4,81400,0
1056,842,1,30,15:41:23,24.428,24428,213,6,6,01:15.4,159.3,75.4,75400,0
1057,842,1,11,16:23:55,20.156,20156,213,4,3,01:45.2,205.386,105.2,105200,0
1057,842,2,47,17:33:45,15.085,15085,213,4,3,01:45.2,205.386,105.2,105200,0
1057,842,3,48,17:36:52,33:21.8,2001830,213,4,3,01:45.2,205.386,105.2,105200,0
1059,842,1,17,15:32:01,30.781,30781,213,6,7,01:38.1,214.378,98.1,98100,0
1060,842,1,13,15:20:04,22.564,22564,213,6,9,01:08.1,228.11,68.1,68100,0
1060,842,2,45,15:57:48,20.85,20850,213,6,9,01:08.1,228.11,68.1,68100,0
1061,842,1,2,15:08:21,34:27.2,2067244,213,11,11,01:30.3,234.945,90.3,90300,0
1061,842,2,28,16:25:29,28.685,28685,213,11,11,01:30.3,234.945,90.3,90300,0
1061,842,3,46,16:53:40,28.18,28180,213,11,11,01:30.3,234.945,90.3,90300,0
1062,842,1,2,15:08:25,24:17.6,1457615,213,5,5,01:18.4,201.183,78.4,78400,0
1062,842,2,3,15:34:43,39.839,39839,213,5,5,01:18.4,201.183,78.4,78400,0
1062,842,3,30,16:13:24,21.295,21295,213,5,5,01:18.4,201.183,78.4,78400,0
1062,842,4,68,17:05:56,21.543,21543,213,5,5,01:18.4,201.183,78.4,78400,0
1064,842,1,24,15:33:50,19.163,19163,213,4,4,01:14.8,204.929,74.8,74800,0
1066,842,1,33,16:00:00,29.354,29354,213,11,13,01:38.3,214.214,98.3,98300,0
1066,842,2,50,16:30:49,31.915,31915,213,11,13,01:38.3,214.214,98.3,98300,0
1067,842,1,39,16:05:01,29.31,29310,213,4,6,01:32.8,207.046,92.8,92800,0
1069,842,1,10,14:21:07,23.745,23745,213,8,0,01:42.0,194.547,102,102000,0
1070,842,1,31,13:48:20,22.549,22549,213,5,4,01:20.5,192.453,80.5,80500,0
1071,842,1,7,14:12:45,19.439,19439,213,7,7,01:13.2,211.839,73.2,73200,0
1071,842,2,8,14:14:58,18.608,18608,213,7,7,01:13.2,211.839,73.2,73200,0
1071,842,3,25,14:38:27,23.116,23116,213,7,7,01:13.2,211.839,73.2,73200,0
1071,842,4,51,15:11:27,23.039,23039,213,7,7,01:13.2,211.839,73.2,73200,0
1072,842,1,13,20:58:44,16:41.8,1001775,213,6,6,01:32.3,240.813,92.3,92300,0
1072,842,2,15,21:22:09,18:12.3,1092287,213,6,6,01:32.3,240.813,92.3,92300,0
1073,842,1,36,17:58:06,22.133,22133,213,12,5,01:27.3,217.668,87.3,87300,0
1073,842,2,54,18:25:56,21.92,21920,213,12,5,01:27.3,217.668,87.3,87300,0
1051,844,1,27,17:44:46,25.799,25799,6,13,8,01:26.6,223.765,86.6,86600,2
1052,844,1,12,18:29:06,24.925,24925,6,4,6,01:35.0,205.112,95,95000,2
1052,844,2,32,19:01:40,24.176,24176,6,4,6,01:35.0,205.112,95,95000,2
1053,844,1,28,15:49:43,31.002,31002,6,4,4,01:18.4,225.473,78.4,78400,2
1053,844,2,33,15:58:28,26:49.5,1609484,6,4,4,01:18.4,225.473,78.4,78400,2
1054,844,1,2,15:06:23,21.323,21323,6,8,6,01:21.5,205.541,81.5,81500,2
1054,844,2,3,15:08:43,22.587,22587,6,8,6,01:21.5,205.541,81.5,81500,2
1054,844,3,25,15:41:44,27.082,27082,6,8,6,01:21.5,205.541,81.5,81500,2
1055,844,1,28,15:44:20,21.613,21613,6,4,4,01:20.5,209.174,80.5,80500,2
